drug_id,interaction_type,interacts_with,severity,description_en,management_en
10604,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10604,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10604,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10604,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10726,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10726,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10726,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10726,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10726,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10726,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10820,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A, which may increase the serum concentration of lefamulin.",Exercise caution with grapefruit products.
10820,food,Fluids / Water,moderate,Take with a full glass of water. The tablet should be swallowed whole with water.,
10825,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10825,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10825,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10825,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10825,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10825,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10828,food,Alcohol,moderate,Avoid alcohol. Avoid consumption of alcoholic beverages and preparations containing ethanol or propylene glycol during treatment with secnidazole and for at least two days after completing therapy.,Avoid alcohol.
10968,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of pexidartinib.",Avoid grapefruit products.
10968,food,Antacids,moderate,Take separate from antacids. Take antacids at least 2 hours before or after pexidartinib.,
11120,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11120,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11120,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11120,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11120,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11120,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11133,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11133,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11133,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11133,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11133,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11133,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11175,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
11234,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.,
11234,food,Iron,moderate,Foods rich in vitamin C increase the absorption of iron. Food and beverages containing caffeine may reduce iron absorption.,
11234,food,Antacids,moderate,Take separate from antacids. Take ferrous sulfate at least 2 hours before or after antacids.,
11234,food,Caffeine,minor,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.,Limit caffeine intake.
11234,food,Milk / Dairy,moderate,Avoid milk and dairy products. Take ferrous sulfate at least 2 hours before or after milk.,Avoid milk and dairy products.
11234,food,Calcium,moderate,Take at least 2 hours before or after calcium supplements.,
11252,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11252,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11252,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11252,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11252,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11252,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11323,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11323,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11323,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11323,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11323,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11323,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11357,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.,
11357,food,Iron,moderate,Foods rich in vitamin C increase the absorption of iron. Food and beverages containing caffeine may reduce iron absorption.,
11357,food,Caffeine,minor,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.,Limit caffeine intake.
11357,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
11357,food,Antacids,moderate,Take separate from antacids.,
11423,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11423,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11423,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11423,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11423,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11423,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11563,food,Fluids / Water,moderate,Take with a full glass of water.,
11584,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11584,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11584,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11584,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11584,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11584,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11614,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11614,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11614,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11614,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11614,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11614,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
11816,food,Fluids / Water,major,"Before fluorodopa F18 administration do not eat or drink anything, except for water, for at least 4 hours.","Before fluorodopa F18 administration do not eat or drink anything, except for water, for at least 4 hours."
11840,food,Fluids / Water,moderate,Take with a full glass of water.,
11840,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of enasidenib",Exercise caution with grapefruit products.
11892,food,Fluids / Water,major,"Take with plain water. For oral use of semaglutide, do not exceed 4 ounces of water (1/2 cup).","For oral use of semaglutide, do not exceed 4 ounces of water (1/2 cup)."
11911,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
11914,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol acetate.",Exercise caution with grapefruit products.
11916,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol cypionate.",Exercise caution with grapefruit products.
11918,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol valerate.",Exercise caution with grapefruit products.
11958,food,Milk / Dairy,moderate,"Avoid milk and dairy products. Baloxavir may form a chelate with polyvalent cations such as calcium in dairy products, which may decrease plasma concentrations of baloxavir.",Avoid milk and dairy products.
11958,food,Calcium,moderate,"Baloxavir may form a chelate with polyvalent cations such as calcium in dairy products, which may decrease plasma concentrations of baloxavir. Multivalent ions such as magnesium, calcium, and aluminum can form a chelate with baloxavir, which can reduce the absorption of baloxavir.",
11958,food,Antacids,moderate,"Avoid antacids. Baloxavir may form a chelate with polyvalent cations in antacids, which may decrease plasma concentrations of baloxavir.",Avoid antacids.
11979,food,Fluids / Water,moderate,Drink plenty of fluids. Avoid dehydration by drinking 6-8 glasses of water daily. Take with a full glass of water.,Drink plenty of fluids.
11998,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
12009,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12009,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12009,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12009,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12009,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12009,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12009,food,Vitamin K-rich foods,minor,Ensure consistent Vitamin K intake.,Ensure consistent Vitamin K intake.
12048,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12048,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12048,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12048,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12048,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12048,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12429,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
12429,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
12431,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
12431,food,Fluids / Water,moderate,"Take at least 1 hour before or after eating and drinking, excluding drinking plain water.",
12431,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
12432,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.,
12432,food,Iron,moderate,Foods rich in vitamin C increase the absorption of iron. Food and beverages containing caffeine may reduce iron absorption.,
12432,food,Caffeine,minor,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.,Limit caffeine intake.
12432,food,Antacids,moderate,Take separate from antacids. Take ferrous gluconate at least 2 hours before or after antacids.,
12432,food,Milk / Dairy,moderate,Avoid milk and dairy products. Take ferrous gluconate at least 2 hours before or after milk.,Avoid milk and dairy products.
12432,food,Calcium,moderate,Take at least 2 hours before or after calcium supplements.,
12434,food,Iron,moderate,Taking ferrous ascorbate with food reduces the absorption of iron.,
12435,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.,
12435,food,Iron,moderate,Foods rich in vitamin C increase the absorption of iron. Food and beverages containing caffeine may reduce iron absorption.,
12435,food,Milk / Dairy,moderate,Avoid milk and dairy products. Take ferrous fumarate at least 2 hours before or after milk.,Avoid milk and dairy products.
12435,food,Caffeine,minor,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.,Limit caffeine intake.
12435,food,Antacids,moderate,Take separate from antacids. Take ferrous fumarate at least 2 hours before or after antacids.,
12435,food,Calcium,moderate,Take at least 2 hours before or after calcium supplements.,
12446,food,Fluids / Water,moderate,Take with a full glass of water.,
12447,food,Fluids / Water,moderate,Take with a full glass of water.,
12448,food,Fluids / Water,moderate,Take with a full glass of water.,
12451,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
12451,food,Fluids / Water,minor,Drink plenty of fluids. Drink at least 2500 to 3000 mL of fluids daily.,Drink plenty of fluids.
12451,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
12453,food,Alcohol,moderate,Avoid alcohol. Alcohol increased peak serum concentrations of lithium.,Avoid alcohol.
12453,food,Caffeine,minor,Limit caffeine intake. Caffeine may decrease lithium concentrations.,Limit caffeine intake.
12473,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.,
12492,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
12492,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
12512,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ivosidenib.",Exercise caution with grapefruit products.
12627,food,Fluids / Water,moderate,Take with a full glass of water.,
12666,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of larotrectinib.",Avoid grapefruit products.
12669,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12669,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12669,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12669,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12669,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12669,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
12725,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
12912,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of voxelotor.",Avoid grapefruit products.
12967,food,Alcohol,moderate,Avoid alcohol. Concomitant use of alcohol with daridorexant may lead to additive impairment of psychomotor performance and risk of CNS depression .,Avoid alcohol.
12971,food,Fluids / Water,moderate,Take with a full glass of water.,
12971,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of zanubrutinib.",Avoid grapefruit products.
13037,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit may increase drug levels and adverse effects.,Avoid grapefruit products.
13160,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of avapritinib.",Avoid grapefruit products.
13366,food,High fat meal,moderate,Take with a high fat meal.,
13366,food,Grapefruit,moderate,Avoid grapefruit products. Co-administration of grapefruit can inhibit elexacaftor metabolism and increase serum concentrations.,Avoid grapefruit products.
13385,food,Alcohol,moderate,"Avoid alcohol. Ingesting alcohol may increase the CNS depressive effects of benzhydrocodone. Apadaz also contains acetaminophen, which, when combined with alcohol, may increase the risk of hepatotoxicity.",Avoid alcohol.
13481,food,Alcohol,moderate,"Avoid alcohol. It is recommended that patients abstain from consuming alcohol for at least one year after administration of this medicinal product and, thereafter limit alcohol use.",Avoid alcohol.
13486,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol may cause gastric irritation.,Avoid excessive or chronic alcohol consumption.
13489,food,Antacids,moderate,"Avoid antacids. If coadministration cannot be avoided, take sotorasib 4 hours before or 10 hours after antacids.",Avoid antacids.
13578,food,High fat meal,moderate,A high fat meal reduces the maximum concentration of the active metabolite by 35% and does not significantly affect the area under the curve.,
13784,food,Fluids / Water,moderate,Take with fluids.,
14074,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit products may increase exposure to finerenone, increasing the risk and severity of adverse effects.",Avoid grapefruit products.
14170,food,High fat meal,moderate,Take with a high fat meal.,
