drug_id,condition_id,treatment_notes,treatment_notes_vi,is_primary
1951,23237,'Althea root Althea root tablets Althea root oral Treatment of heart failure Treatment of bacterial infections Treatment of hypertension May interact with vitamin K Limit vitamin C intake Do not take w',NULL,FALSE
1951,23236,'Althea root Althea root tablets Althea root oral Treatment of heart failure Treatment of bacterial infections Treatment of hypertension May interact with vitamin K Limit vitamin C intake Do not take w',NULL,FALSE
1951,62436,'Althea root Althea root tablets Althea root oral Treatment of heart failure Treatment of bacterial infections Treatment of hypertension May interact with vitamin K Limit vitamin C intake Do not take w',NULL,FALSE
1951,61464,'Althea root Althea root tablets Althea root oral Treatment of heart failure Treatment of bacterial infections Treatment of hypertension May interact with vitamin K Limit vitamin C intake Do not take w',NULL,FALSE
1951,61374,'Althea root Althea root tablets Althea root oral Treatment of heart failure Treatment of bacterial infections Treatment of hypertension May interact with vitamin K Limit vitamin C intake Do not take w',NULL,FALSE
1951,61463,'Althea root Althea root tablets Althea root oral Treatment of heart failure Treatment of bacterial infections Treatment of hypertension May interact with vitamin K Limit vitamin C intake Do not take w',NULL,FALSE
1951,61373,'Althea root Althea root tablets Althea root oral Treatment of heart failure Treatment of bacterial infections Treatment of hypertension May interact with vitamin K Limit vitamin C intake Do not take w',NULL,FALSE
1951,73760,'Althea root Althea root tablets Althea root oral Treatment of heart failure Treatment of bacterial infections Treatment of hypertension May interact with vitamin K Limit vitamin C intake Do not take w',NULL,FALSE
1951,61372,'Althea root Althea root tablets Althea root oral Treatment of heart failure Treatment of bacterial infections Treatment of hypertension May interact with vitamin K Limit vitamin C intake Do not take w',NULL,FALSE
1945,292,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1945,61374,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1945,61373,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1945,61372,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1945,42,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1945,24794,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1945,24778,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1945,62074,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1945,62075,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1945,24771,'Sulfaperin Sulfaperin tablets Sulfaperin oral Treatment of pain and inflammation Treatment of bacterial infections Treatment of allergic rhinitis Avoid high-fat meals May interact with vitamin K Limit',NULL,FALSE
1868,3562,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,73654,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,3563,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,3561,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,61374,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,62076,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,61373,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,61372,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,66202,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,66204,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
1868,23237,'Radalbuvir Radalbuvir tablets Radalbuvir oral Treatment of depression and anxiety Treatment of diabetes mellitus type 2 Treatment of heart failure Limit vitamin C intake Take Radalbuvir as directed by',NULL,FALSE
459,23237,'Amikacin Amikacin tablets Amikacin oral Treatment of asthma Treatment of chronic pain Treatment of heart failure May interact with calcium carbonate Avoid fiber supplements Do not take with calcium su',NULL,FALSE
459,23236,'Amikacin Amikacin tablets Amikacin oral Treatment of asthma Treatment of chronic pain Treatment of heart failure May interact with calcium carbonate Avoid fiber supplements Do not take with calcium su',NULL,FALSE
459,61464,'Amikacin Amikacin tablets Amikacin oral Treatment of asthma Treatment of chronic pain Treatment of heart failure May interact with calcium carbonate Avoid fiber supplements Do not take with calcium su',NULL,FALSE
459,61463,'Amikacin Amikacin tablets Amikacin oral Treatment of asthma Treatment of chronic pain Treatment of heart failure May interact with calcium carbonate Avoid fiber supplements Do not take with calcium su',NULL,FALSE
459,61462,'Amikacin Amikacin tablets Amikacin oral Treatment of asthma Treatment of chronic pain Treatment of heart failure May interact with calcium carbonate Avoid fiber supplements Do not take with calcium su',NULL,FALSE
459,23234,'Amikacin Amikacin tablets Amikacin oral Treatment of asthma Treatment of chronic pain Treatment of heart failure May interact with calcium carbonate Avoid fiber supplements Do not take with calcium su',NULL,FALSE
459,73760,'Amikacin Amikacin tablets Amikacin oral Treatment of asthma Treatment of chronic pain Treatment of heart failure May interact with calcium carbonate Avoid fiber supplements Do not take with calcium su',NULL,FALSE
459,66203,'Amikacin Amikacin tablets Amikacin oral Treatment of asthma Treatment of chronic pain Treatment of heart failure May interact with calcium carbonate Avoid fiber supplements Do not take with calcium su',NULL,FALSE
459,66202,'Amikacin Amikacin tablets Amikacin oral Treatment of asthma Treatment of chronic pain Treatment of heart failure May interact with calcium carbonate Avoid fiber supplements Do not take with calcium su',NULL,FALSE
2,62928,'Denileukin diftitox Denileukin diftitox tablets Denileukin diftitox oral Treatment of diabetes mellitus type 2 Treatment of depression and anxiety Treatment of chronic pain May deplete zinc levels Tak',NULL,FALSE
2,62927,'Denileukin diftitox Denileukin diftitox tablets Denileukin diftitox oral Treatment of diabetes mellitus type 2 Treatment of depression and anxiety Treatment of chronic pain May deplete zinc levels Tak',NULL,FALSE
2,62926,'Denileukin diftitox Denileukin diftitox tablets Denileukin diftitox oral Treatment of diabetes mellitus type 2 Treatment of depression and anxiety Treatment of chronic pain May deplete zinc levels Tak',NULL,FALSE
2,62076,'Denileukin diftitox Denileukin diftitox tablets Denileukin diftitox oral Treatment of diabetes mellitus type 2 Treatment of depression and anxiety Treatment of chronic pain May deplete zinc levels Tak',NULL,FALSE
2,61248,'Denileukin diftitox Denileukin diftitox tablets Denileukin diftitox oral Treatment of diabetes mellitus type 2 Treatment of depression and anxiety Treatment of chronic pain May deplete zinc levels Tak',NULL,FALSE
2,62075,'Denileukin diftitox Denileukin diftitox tablets Denileukin diftitox oral Treatment of diabetes mellitus type 2 Treatment of depression and anxiety Treatment of chronic pain May deplete zinc levels Tak',NULL,FALSE
2,62074,'Denileukin diftitox Denileukin diftitox tablets Denileukin diftitox oral Treatment of diabetes mellitus type 2 Treatment of depression and anxiety Treatment of chronic pain May deplete zinc levels Tak',NULL,FALSE
2,73819,'Denileukin diftitox Denileukin diftitox tablets Denileukin diftitox oral Treatment of diabetes mellitus type 2 Treatment of depression and anxiety Treatment of chronic pain May deplete zinc levels Tak',NULL,FALSE
1526,24778,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,61464,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,61463,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,61462,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,71258,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,71257,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,71256,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,62928,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,62250,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,23237,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,73760,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,24771,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1526,66203,'3-(heptyloxy)benzoic acid 3-(heptyloxy)benzoic acid tablets 3-(heptyloxy)benzoic acid oral Treatment of allergic rhinitis May interact with calcium carbonate Limit protein intake Do not take with calc',NULL,FALSE
1333,61464,'Digitoxigenin Digitoxigenin tablets Digitoxigenin oral Treatment of allergic rhinitis May interact with vitamin K Do not take with calcium supplements May interact with vitamin K Take Digitoxigenin as',NULL,FALSE
1333,61374,'Digitoxigenin Digitoxigenin tablets Digitoxigenin oral Treatment of allergic rhinitis May interact with vitamin K Do not take with calcium supplements May interact with vitamin K Take Digitoxigenin as',NULL,FALSE
1333,61463,'Digitoxigenin Digitoxigenin tablets Digitoxigenin oral Treatment of allergic rhinitis May interact with vitamin K Do not take with calcium supplements May interact with vitamin K Take Digitoxigenin as',NULL,FALSE
1333,61462,'Digitoxigenin Digitoxigenin tablets Digitoxigenin oral Treatment of allergic rhinitis May interact with vitamin K Do not take with calcium supplements May interact with vitamin K Take Digitoxigenin as',NULL,FALSE
