Nutrient,Unit,Gender,Age Group,Goal,Activity Factor,Recommended Amount (per day)
Iốt (I),µg,Nam,51+,Tăng cân,1.375,226.88
Iốt (I),µg,Nam,51+,Tăng cân,1.55,255.75
Iốt (I),µg,Nam,51+,Tăng cân,1.725,284.62
Iốt (I),µg,Nam,51+,Tăng cân,1.9,313.5
Iốt (I),µg,Nữ,19–30,Giảm cân,1.2,162.0
Iốt (I),µg,Nữ,19–30,Giảm cân,1.375,185.62
Iốt (I),µg,Nữ,19–30,Giảm cân,1.55,209.25
Iốt (I),µg,Nữ,19–30,Giảm cân,1.725,232.88
Iốt (I),µg,Nữ,19–30,Giảm cân,1.9,256.5
Iốt (I),µg,Nữ,19–30,Giữ cân,1.2,180.0
Iốt (I),µg,Nữ,19–30,Giữ cân,1.375,206.25
Iốt (I),µg,Nữ,19–30,Giữ cân,1.55,232.5
Iốt (I),µg,Nữ,19–30,Giữ cân,1.725,258.75
Iốt (I),µg,Nữ,19–30,Giữ cân,1.9,285.0
Iốt (I),µg,Nữ,19–30,Tăng cân,1.2,198.0
Iốt (I),µg,Nữ,19–30,Tăng cân,1.375,226.88
Iốt (I),µg,Nữ,19–30,Tăng cân,1.55,255.75
Iốt (I),µg,Nữ,19–30,Tăng cân,1.725,284.62
Iốt (I),µg,Nữ,19–30,Tăng cân,1.9,313.5
Iốt (I),µg,Nữ,31–50,Giảm cân,1.2,162.0
Iốt (I),µg,Nữ,31–50,Giảm cân,1.375,185.62
Iốt (I),µg,Nữ,31–50,Giảm cân,1.55,209.25
Iốt (I),µg,Nữ,31–50,Giảm cân,1.725,232.88
Iốt (I),µg,Nữ,31–50,Giảm cân,1.9,256.5
Iốt (I),µg,Nữ,31–50,Giữ cân,1.2,180.0
Iốt (I),µg,Nữ,31–50,Giữ cân,1.375,206.25
Iốt (I),µg,Nữ,31–50,Giữ cân,1.55,232.5
Iốt (I),µg,Nữ,31–50,Giữ cân,1.725,258.75
Iốt (I),µg,Nữ,31–50,Giữ cân,1.9,285.0
Iốt (I),µg,Nữ,31–50,Tăng cân,1.2,198.0
Iốt (I),µg,Nữ,31–50,Tăng cân,1.375,226.88
Iốt (I),µg,Nữ,31–50,Tăng cân,1.55,255.75
Iốt (I),µg,Nữ,31–50,Tăng cân,1.725,284.62
Iốt (I),µg,Nữ,31–50,Tăng cân,1.9,313.5
Iốt (I),µg,Nữ,51+,Giảm cân,1.2,162.0
Iốt (I),µg,Nữ,51+,Giảm cân,1.375,185.62
Iốt (I),µg,Nữ,51+,Giảm cân,1.55,209.25
Iốt (I),µg,Nữ,51+,Giảm cân,1.725,232.88
Iốt (I),µg,Nữ,51+,Giảm cân,1.9,256.5
Iốt (I),µg,Nữ,51+,Giữ cân,1.2,180.0
Iốt (I),µg,Nữ,51+,Giữ cân,1.375,206.25
Iốt (I),µg,Nữ,51+,Giữ cân,1.55,232.5
Iốt (I),µg,Nữ,51+,Giữ cân,1.725,258.75
Iốt (I),µg,Nữ,51+,Giữ cân,1.9,285.0
Iốt (I),µg,Nữ,51+,Tăng cân,1.2,198.0
Iốt (I),µg,Nữ,51+,Tăng cân,1.375,226.88
Iốt (I),µg,Nữ,51+,Tăng cân,1.55,255.75
Iốt (I),µg,Nữ,51+,Tăng cân,1.725,284.62
Iốt (I),µg,Nữ,51+,Tăng cân,1.9,313.5
Selen (Se),µg,Nam,19–30,Giảm cân,1.2,59.4
Selen (Se),µg,Nam,19–30,Giảm cân,1.375,68.06
Selen (Se),µg,Nam,19–30,Giảm cân,1.55,76.73
Selen (Se),µg,Nam,19–30,Giảm cân,1.725,85.39
Selen (Se),µg,Nam,19–30,Giảm cân,1.9,94.05
Selen (Se),µg,Nam,19–30,Giữ cân,1.2,66.0
Selen (Se),µg,Nam,19–30,Giữ cân,1.375,75.62
Selen (Se),µg,Nam,19–30,Giữ cân,1.55,85.25
Selen (Se),µg,Nam,19–30,Giữ cân,1.725,94.88
Selen (Se),µg,Nam,19–30,Giữ cân,1.9,104.5
Selen (Se),µg,Nam,19–30,Tăng cân,1.2,72.6
Selen (Se),µg,Nam,19–30,Tăng cân,1.375,83.19
Selen (Se),µg,Nam,19–30,Tăng cân,1.55,93.78
Selen (Se),µg,Nam,19–30,Tăng cân,1.725,104.36
Selen (Se),µg,Nam,19–30,Tăng cân,1.9,114.95
Selen (Se),µg,Nam,31–50,Giảm cân,1.2,59.4
Selen (Se),µg,Nam,31–50,Giảm cân,1.375,68.06
Selen (Se),µg,Nam,31–50,Giảm cân,1.55,76.73
Selen (Se),µg,Nam,31–50,Giảm cân,1.725,85.39
Selen (Se),µg,Nam,31–50,Giảm cân,1.9,94.05
Selen (Se),µg,Nam,31–50,Giữ cân,1.2,66.0
Selen (Se),µg,Nam,31–50,Giữ cân,1.375,75.62
Selen (Se),µg,Nam,31–50,Giữ cân,1.55,85.25
Selen (Se),µg,Nam,31–50,Giữ cân,1.725,94.88
Selen (Se),µg,Nam,31–50,Giữ cân,1.9,104.5
Selen (Se),µg,Nam,31–50,Tăng cân,1.2,72.6
Selen (Se),µg,Nam,31–50,Tăng cân,1.375,83.19
Selen (Se),µg,Nam,31–50,Tăng cân,1.55,93.78
Selen (Se),µg,Nam,31–50,Tăng cân,1.725,104.36
Selen (Se),µg,Nam,31–50,Tăng cân,1.9,114.95
Selen (Se),µg,Nam,51+,Giảm cân,1.2,59.4
Selen (Se),µg,Nam,51+,Giảm cân,1.375,68.06
Selen (Se),µg,Nam,51+,Giảm cân,1.55,76.73
Selen (Se),µg,Nam,51+,Giảm cân,1.725,85.39
Selen (Se),µg,Nam,51+,Giảm cân,1.9,94.05
Selen (Se),µg,Nam,51+,Giữ cân,1.2,66.0
Selen (Se),µg,Nam,51+,Giữ cân,1.375,75.62
Selen (Se),µg,Nam,51+,Giữ cân,1.55,85.25
Selen (Se),µg,Nam,51+,Giữ cân,1.725,94.88
Selen (Se),µg,Nam,51+,Giữ cân,1.9,104.5
Selen (Se),µg,Nam,51+,Tăng cân,1.2,72.6
Selen (Se),µg,Nam,51+,Tăng cân,1.375,83.19
Selen (Se),µg,Nam,51+,Tăng cân,1.55,93.78
Selen (Se),µg,Nam,51+,Tăng cân,1.725,104.36
Selen (Se),µg,Nam,51+,Tăng cân,1.9,114.95
Selen (Se),µg,Nữ,19–30,Giảm cân,1.2,59.4
Selen (Se),µg,Nữ,19–30,Giảm cân,1.375,68.06
Selen (Se),µg,Nữ,19–30,Giảm cân,1.55,76.73
Selen (Se),µg,Nữ,19–30,Giảm cân,1.725,85.39
Selen (Se),µg,Nữ,19–30,Giảm cân,1.9,94.05
Selen (Se),µg,Nữ,19–30,Giữ cân,1.2,66.0
Selen (Se),µg,Nữ,19–30,Giữ cân,1.375,75.62
Selen (Se),µg,Nữ,19–30,Giữ cân,1.55,85.25
Selen (Se),µg,Nữ,19–30,Giữ cân,1.725,94.88
Selen (Se),µg,Nữ,19–30,Giữ cân,1.9,104.5
Selen (Se),µg,Nữ,19–30,Tăng cân,1.2,72.6
Selen (Se),µg,Nữ,19–30,Tăng cân,1.375,83.19
Selen (Se),µg,Nữ,19–30,Tăng cân,1.55,93.78
Selen (Se),µg,Nữ,19–30,Tăng cân,1.725,104.36
Selen (Se),µg,Nữ,19–30,Tăng cân,1.9,114.95
Selen (Se),µg,Nữ,31–50,Giảm cân,1.2,59.4
Selen (Se),µg,Nữ,31–50,Giảm cân,1.375,68.06
Selen (Se),µg,Nữ,31–50,Giảm cân,1.55,76.73
Selen (Se),µg,Nữ,31–50,Giảm cân,1.725,85.39
Selen (Se),µg,Nữ,31–50,Giảm cân,1.9,94.05
Selen (Se),µg,Nữ,31–50,Giữ cân,1.2,66.0
Selen (Se),µg,Nữ,31–50,Giữ cân,1.375,75.62
Selen (Se),µg,Nữ,31–50,Giữ cân,1.55,85.25
Selen (Se),µg,Nữ,31–50,Giữ cân,1.725,94.88
Selen (Se),µg,Nữ,31–50,Giữ cân,1.9,104.5
Selen (Se),µg,Nữ,31–50,Tăng cân,1.2,72.6
Selen (Se),µg,Nữ,31–50,Tăng cân,1.375,83.19
Selen (Se),µg,Nữ,31–50,Tăng cân,1.55,93.78
Selen (Se),µg,Nữ,31–50,Tăng cân,1.725,104.36
Selen (Se),µg,Nữ,31–50,Tăng cân,1.9,114.95
Selen (Se),µg,Nữ,51+,Giảm cân,1.2,59.4
Selen (Se),µg,Nữ,51+,Giảm cân,1.375,68.06
Selen (Se),µg,Nữ,51+,Giảm cân,1.55,76.73
Selen (Se),µg,Nữ,51+,Giảm cân,1.725,85.39
Selen (Se),µg,Nữ,51+,Giảm cân,1.9,94.05
Selen (Se),µg,Nữ,51+,Giữ cân,1.2,66.0
Selen (Se),µg,Nữ,51+,Giữ cân,1.375,75.62
Selen (Se),µg,Nữ,51+,Giữ cân,1.55,85.25
Selen (Se),µg,Nữ,51+,Giữ cân,1.725,94.88
Selen (Se),µg,Nữ,51+,Giữ cân,1.9,104.5
Selen (Se),µg,Nữ,51+,Tăng cân,1.2,72.6
Selen (Se),µg,Nữ,51+,Tăng cân,1.375,83.19
Selen (Se),µg,Nữ,51+,Tăng cân,1.55,93.78
Selen (Se),µg,Nữ,51+,Tăng cân,1.725,104.36
Selen (Se),µg,Nữ,51+,Tăng cân,1.9,114.95
Crom (Cr),µg,Nam,19–30,Giảm cân,1.2,37.8
Crom (Cr),µg,Nam,19–30,Giảm cân,1.375,43.31
Crom (Cr),µg,Nam,19–30,Giảm cân,1.55,48.83
Crom (Cr),µg,Nam,19–30,Giảm cân,1.725,54.34
Crom (Cr),µg,Nam,19–30,Giảm cân,1.9,59.85
Crom (Cr),µg,Nam,19–30,Giữ cân,1.2,42.0
Crom (Cr),µg,Nam,19–30,Giữ cân,1.375,48.12
Crom (Cr),µg,Nam,19–30,Giữ cân,1.55,54.25
Crom (Cr),µg,Nam,19–30,Giữ cân,1.725,60.38
Crom (Cr),µg,Nam,19–30,Giữ cân,1.9,66.5
Crom (Cr),µg,Nam,19–30,Tăng cân,1.2,46.2
Crom (Cr),µg,Nam,19–30,Tăng cân,1.375,52.94
Crom (Cr),µg,Nam,19–30,Tăng cân,1.55,59.68
Crom (Cr),µg,Nam,19–30,Tăng cân,1.725,66.41
Crom (Cr),µg,Nam,19–30,Tăng cân,1.9,73.15
Crom (Cr),µg,Nam,31–50,Giảm cân,1.2,37.8
Crom (Cr),µg,Nam,31–50,Giảm cân,1.375,43.31
Crom (Cr),µg,Nam,31–50,Giảm cân,1.55,48.83
Crom (Cr),µg,Nam,31–50,Giảm cân,1.725,54.34
Crom (Cr),µg,Nam,31–50,Giảm cân,1.9,59.85
Crom (Cr),µg,Nam,31–50,Giữ cân,1.2,42.0
Crom (Cr),µg,Nam,31–50,Giữ cân,1.375,48.12
Crom (Cr),µg,Nam,31–50,Giữ cân,1.55,54.25
Crom (Cr),µg,Nam,31–50,Giữ cân,1.725,60.38
Crom (Cr),µg,Nam,31–50,Giữ cân,1.9,66.5
Crom (Cr),µg,Nam,31–50,Tăng cân,1.2,46.2
Crom (Cr),µg,Nam,31–50,Tăng cân,1.375,52.94
Crom (Cr),µg,Nam,31–50,Tăng cân,1.55,59.68
Crom (Cr),µg,Nam,31–50,Tăng cân,1.725,66.41
Crom (Cr),µg,Nam,31–50,Tăng cân,1.9,73.15
Crom (Cr),µg,Nam,51+,Giảm cân,1.2,37.8
Crom (Cr),µg,Nam,51+,Giảm cân,1.375,43.31
Crom (Cr),µg,Nam,51+,Giảm cân,1.55,48.83
Crom (Cr),µg,Nam,51+,Giảm cân,1.725,54.34
Crom (Cr),µg,Nam,51+,Giảm cân,1.9,59.85
Crom (Cr),µg,Nam,51+,Giữ cân,1.2,42.0
Crom (Cr),µg,Nam,51+,Giữ cân,1.375,48.12
Crom (Cr),µg,Nam,51+,Giữ cân,1.55,54.25
Crom (Cr),µg,Nam,51+,Giữ cân,1.725,60.38
Crom (Cr),µg,Nam,51+,Giữ cân,1.9,66.5
Crom (Cr),µg,Nam,51+,Tăng cân,1.2,46.2
Crom (Cr),µg,Nam,51+,Tăng cân,1.375,52.94
Crom (Cr),µg,Nam,51+,Tăng cân,1.55,59.68
Crom (Cr),µg,Nam,51+,Tăng cân,1.725,66.41
Crom (Cr),µg,Nam,51+,Tăng cân,1.9,73.15
Crom (Cr),µg,Nữ,19–30,Giảm cân,1.2,27.0
Crom (Cr),µg,Nữ,19–30,Giảm cân,1.375,30.94
Crom (Cr),µg,Nữ,19–30,Giảm cân,1.55,34.88
Crom (Cr),µg,Nữ,19–30,Giảm cân,1.725,38.81
Crom (Cr),µg,Nữ,19–30,Giảm cân,1.9,42.75
Crom (Cr),µg,Nữ,19–30,Giữ cân,1.2,30.0
Crom (Cr),µg,Nữ,19–30,Giữ cân,1.375,34.38
Crom (Cr),µg,Nữ,19–30,Giữ cân,1.55,38.75
Crom (Cr),µg,Nữ,19–30,Giữ cân,1.725,43.12
Crom (Cr),µg,Nữ,19–30,Giữ cân,1.9,47.5
Crom (Cr),µg,Nữ,19–30,Tăng cân,1.2,33.0
Crom (Cr),µg,Nữ,19–30,Tăng cân,1.375,37.81
Crom (Cr),µg,Nữ,19–30,Tăng cân,1.55,42.63
Crom (Cr),µg,Nữ,19–30,Tăng cân,1.725,47.44
Crom (Cr),µg,Nữ,19–30,Tăng cân,1.9,52.25
Crom (Cr),µg,Nữ,31–50,Giảm cân,1.2,27.0
Crom (Cr),µg,Nữ,31–50,Giảm cân,1.375,30.94
Crom (Cr),µg,Nữ,31–50,Giảm cân,1.55,34.88
Crom (Cr),µg,Nữ,31–50,Giảm cân,1.725,38.81
Crom (Cr),µg,Nữ,31–50,Giảm cân,1.9,42.75
Crom (Cr),µg,Nữ,31–50,Giữ cân,1.2,30.0
Crom (Cr),µg,Nữ,31–50,Giữ cân,1.375,34.38
Crom (Cr),µg,Nữ,31–50,Giữ cân,1.55,38.75
Crom (Cr),µg,Nữ,31–50,Giữ cân,1.725,43.12
Crom (Cr),µg,Nữ,31–50,Giữ cân,1.9,47.5
Crom (Cr),µg,Nữ,31–50,Tăng cân,1.2,33.0
Crom (Cr),µg,Nữ,31–50,Tăng cân,1.375,37.81
Crom (Cr),µg,Nữ,31–50,Tăng cân,1.55,42.63
Crom (Cr),µg,Nữ,31–50,Tăng cân,1.725,47.44
Crom (Cr),µg,Nữ,31–50,Tăng cân,1.9,52.25
Crom (Cr),µg,Nữ,51+,Giảm cân,1.2,27.0
Crom (Cr),µg,Nữ,51+,Giảm cân,1.375,30.94
Crom (Cr),µg,Nữ,51+,Giảm cân,1.55,34.88
Crom (Cr),µg,Nữ,51+,Giảm cân,1.725,38.81
Crom (Cr),µg,Nữ,51+,Giảm cân,1.9,42.75
Crom (Cr),µg,Nữ,51+,Giữ cân,1.2,30.0
Crom (Cr),µg,Nữ,51+,Giữ cân,1.375,34.38
Crom (Cr),µg,Nữ,51+,Giữ cân,1.55,38.75
Crom (Cr),µg,Nữ,51+,Giữ cân,1.725,43.12
Crom (Cr),µg,Nữ,51+,Giữ cân,1.9,47.5
Crom (Cr),µg,Nữ,51+,Tăng cân,1.2,33.0
Crom (Cr),µg,Nữ,51+,Tăng cân,1.375,37.81
Crom (Cr),µg,Nữ,51+,Tăng cân,1.55,42.63
Crom (Cr),µg,Nữ,51+,Tăng cân,1.725,47.44
Crom (Cr),µg,Nữ,51+,Tăng cân,1.9,52.25
Molypden (Mo),µg,Nam,19–30,Giảm cân,1.2,48.6
Molypden (Mo),µg,Nam,19–30,Giảm cân,1.375,55.69
Molypden (Mo),µg,Nam,19–30,Giảm cân,1.55,62.77
Molypden (Mo),µg,Nam,19–30,Giảm cân,1.725,69.86
Molypden (Mo),µg,Nam,19–30,Giảm cân,1.9,76.95
Molypden (Mo),µg,Nam,19–30,Giữ cân,1.2,54.0
Molypden (Mo),µg,Nam,19–30,Giữ cân,1.375,61.88
Molypden (Mo),µg,Nam,19–30,Giữ cân,1.55,69.75
Molypden (Mo),µg,Nam,19–30,Giữ cân,1.725,77.62
Molypden (Mo),µg,Nam,19–30,Giữ cân,1.9,85.5
Molypden (Mo),µg,Nam,19–30,Tăng cân,1.2,59.4
Molypden (Mo),µg,Nam,19–30,Tăng cân,1.375,68.06
Molypden (Mo),µg,Nam,19–30,Tăng cân,1.55,76.73
Molypden (Mo),µg,Nam,19–30,Tăng cân,1.725,85.39
Molypden (Mo),µg,Nam,19–30,Tăng cân,1.9,94.05
Molypden (Mo),µg,Nam,31–50,Giảm cân,1.2,48.6
Molypden (Mo),µg,Nam,31–50,Giảm cân,1.375,55.69
Molypden (Mo),µg,Nam,31–50,Giảm cân,1.55,62.77
Molypden (Mo),µg,Nam,31–50,Giảm cân,1.725,69.86
Molypden (Mo),µg,Nam,31–50,Giảm cân,1.9,76.95
Molypden (Mo),µg,Nam,31–50,Giữ cân,1.2,54.0
Molypden (Mo),µg,Nam,31–50,Giữ cân,1.375,61.88
Molypden (Mo),µg,Nam,31–50,Giữ cân,1.55,69.75
Molypden (Mo),µg,Nam,31–50,Giữ cân,1.725,77.62
Molypden (Mo),µg,Nam,31–50,Giữ cân,1.9,85.5
Molypden (Mo),µg,Nam,31–50,Tăng cân,1.2,59.4
Molypden (Mo),µg,Nam,31–50,Tăng cân,1.375,68.06
Molypden (Mo),µg,Nam,31–50,Tăng cân,1.55,76.73
Molypden (Mo),µg,Nam,31–50,Tăng cân,1.725,85.39
Molypden (Mo),µg,Nam,31–50,Tăng cân,1.9,94.05
Molypden (Mo),µg,Nam,51+,Giảm cân,1.2,48.6
Molypden (Mo),µg,Nam,51+,Giảm cân,1.375,55.69
Molypden (Mo),µg,Nam,51+,Giảm cân,1.55,62.77
Molypden (Mo),µg,Nam,51+,Giảm cân,1.725,69.86
Molypden (Mo),µg,Nam,51+,Giảm cân,1.9,76.95
Molypden (Mo),µg,Nam,51+,Giữ cân,1.2,54.0
Molypden (Mo),µg,Nam,51+,Giữ cân,1.375,61.88
Molypden (Mo),µg,Nam,51+,Giữ cân,1.55,69.75
Molypden (Mo),µg,Nam,51+,Giữ cân,1.725,77.62
Molypden (Mo),µg,Nam,51+,Giữ cân,1.9,85.5
Molypden (Mo),µg,Nam,51+,Tăng cân,1.2,59.4
Molypden (Mo),µg,Nam,51+,Tăng cân,1.375,68.06
Molypden (Mo),µg,Nam,51+,Tăng cân,1.55,76.73
Molypden (Mo),µg,Nam,51+,Tăng cân,1.725,85.39
Molypden (Mo),µg,Nam,51+,Tăng cân,1.9,94.05
Molypden (Mo),µg,Nữ,19–30,Giảm cân,1.2,48.6
Molypden (Mo),µg,Nữ,19–30,Giảm cân,1.375,55.69
Molypden (Mo),µg,Nữ,19–30,Giảm cân,1.55,62.77
Molypden (Mo),µg,Nữ,19–30,Giảm cân,1.725,69.86
Molypden (Mo),µg,Nữ,19–30,Giảm cân,1.9,76.95
Molypden (Mo),µg,Nữ,19–30,Giữ cân,1.2,54.0
Molypden (Mo),µg,Nữ,19–30,Giữ cân,1.375,61.88
Molypden (Mo),µg,Nữ,19–30,Giữ cân,1.55,69.75
Molypden (Mo),µg,Nữ,19–30,Giữ cân,1.725,77.62
Molypden (Mo),µg,Nữ,19–30,Giữ cân,1.9,85.5
Molypden (Mo),µg,Nữ,19–30,Tăng cân,1.2,59.4
Molypden (Mo),µg,Nữ,19–30,Tăng cân,1.375,68.06
Molypden (Mo),µg,Nữ,19–30,Tăng cân,1.55,76.73
Molypden (Mo),µg,Nữ,19–30,Tăng cân,1.725,85.39
Molypden (Mo),µg,Nữ,19–30,Tăng cân,1.9,94.05
Molypden (Mo),µg,Nữ,31–50,Giảm cân,1.2,48.6
Molypden (Mo),µg,Nữ,31–50,Giảm cân,1.375,55.69
Molypden (Mo),µg,Nữ,31–50,Giảm cân,1.55,62.77
Molypden (Mo),µg,Nữ,31–50,Giảm cân,1.725,69.86
Molypden (Mo),µg,Nữ,31–50,Giảm cân,1.9,76.95
Molypden (Mo),µg,Nữ,31–50,Giữ cân,1.2,54.0
Molypden (Mo),µg,Nữ,31–50,Giữ cân,1.375,61.88
Molypden (Mo),µg,Nữ,31–50,Giữ cân,1.55,69.75
Molypden (Mo),µg,Nữ,31–50,Giữ cân,1.725,77.62
Molypden (Mo),µg,Nữ,31–50,Giữ cân,1.9,85.5
Molypden (Mo),µg,Nữ,31–50,Tăng cân,1.2,59.4
Molypden (Mo),µg,Nữ,31–50,Tăng cân,1.375,68.06
Molypden (Mo),µg,Nữ,31–50,Tăng cân,1.55,76.73
Molypden (Mo),µg,Nữ,31–50,Tăng cân,1.725,85.39
Molypden (Mo),µg,Nữ,31–50,Tăng cân,1.9,94.05
Molypden (Mo),µg,Nữ,51+,Giảm cân,1.2,48.6
Molypden (Mo),µg,Nữ,51+,Giảm cân,1.375,55.69
Molypden (Mo),µg,Nữ,51+,Giảm cân,1.55,62.77
Molypden (Mo),µg,Nữ,51+,Giảm cân,1.725,69.86
Molypden (Mo),µg,Nữ,51+,Giảm cân,1.9,76.95
Molypden (Mo),µg,Nữ,51+,Giữ cân,1.2,54.0
Molypden (Mo),µg,Nữ,51+,Giữ cân,1.375,61.88
Molypden (Mo),µg,Nữ,51+,Giữ cân,1.55,69.75
Molypden (Mo),µg,Nữ,51+,Giữ cân,1.725,77.62
Molypden (Mo),µg,Nữ,51+,Giữ cân,1.9,85.5
Molypden (Mo),µg,Nữ,51+,Tăng cân,1.2,59.4
Molypden (Mo),µg,Nữ,51+,Tăng cân,1.375,68.06
Molypden (Mo),µg,Nữ,51+,Tăng cân,1.55,76.73
Molypden (Mo),µg,Nữ,51+,Tăng cân,1.725,85.39
Molypden (Mo),µg,Nữ,51+,Tăng cân,1.9,94.05
Flo (F),mg,Nam,19–30,Giảm cân,1.2,3.78
Flo (F),mg,Nam,19–30,Giảm cân,1.375,4.33
Flo (F),mg,Nam,19–30,Giảm cân,1.55,4.88
Flo (F),mg,Nam,19–30,Giảm cân,1.725,5.43
Flo (F),mg,Nam,19–30,Giảm cân,1.9,5.98
Flo (F),mg,Nam,19–30,Giữ cân,1.2,4.2
Flo (F),mg,Nam,19–30,Giữ cân,1.375,4.81
Flo (F),mg,Nam,19–30,Giữ cân,1.55,5.42
Flo (F),mg,Nam,19–30,Giữ cân,1.725,6.04
Flo (F),mg,Nam,19–30,Giữ cân,1.9,6.65
Flo (F),mg,Nam,19–30,Tăng cân,1.2,4.62
Flo (F),mg,Nam,19–30,Tăng cân,1.375,5.29
Flo (F),mg,Nam,19–30,Tăng cân,1.55,5.97
Flo (F),mg,Nam,19–30,Tăng cân,1.725,6.64
Flo (F),mg,Nam,19–30,Tăng cân,1.9,7.32
Flo (F),mg,Nam,31–50,Giảm cân,1.2,3.78
Flo (F),mg,Nam,31–50,Giảm cân,1.375,4.33
Flo (F),mg,Nam,31–50,Giảm cân,1.55,4.88
Flo (F),mg,Nam,31–50,Giảm cân,1.725,5.43
Flo (F),mg,Nam,31–50,Giảm cân,1.9,5.98
Flo (F),mg,Nam,31–50,Giữ cân,1.2,4.2
Flo (F),mg,Nam,31–50,Giữ cân,1.375,4.81
Flo (F),mg,Nam,31–50,Giữ cân,1.55,5.42
Flo (F),mg,Nam,31–50,Giữ cân,1.725,6.04
Flo (F),mg,Nam,31–50,Giữ cân,1.9,6.65
Flo (F),mg,Nam,31–50,Tăng cân,1.2,4.62
Flo (F),mg,Nam,31–50,Tăng cân,1.375,5.29
Flo (F),mg,Nam,31–50,Tăng cân,1.55,5.97
Flo (F),mg,Nam,31–50,Tăng cân,1.725,6.64
Flo (F),mg,Nam,31–50,Tăng cân,1.9,7.32
Flo (F),mg,Nam,51+,Giảm cân,1.2,3.78
Flo (F),mg,Nam,51+,Giảm cân,1.375,4.33
Flo (F),mg,Nam,51+,Giảm cân,1.55,4.88
Flo (F),mg,Nam,51+,Giảm cân,1.725,5.43
Flo (F),mg,Nam,51+,Giảm cân,1.9,5.98
Flo (F),mg,Nam,51+,Giữ cân,1.2,4.2
Flo (F),mg,Nam,51+,Giữ cân,1.375,4.81
Flo (F),mg,Nam,51+,Giữ cân,1.55,5.42
Flo (F),mg,Nam,51+,Giữ cân,1.725,6.04
Flo (F),mg,Nam,51+,Giữ cân,1.9,6.65
Flo (F),mg,Nam,51+,Tăng cân,1.2,4.62
Flo (F),mg,Nam,51+,Tăng cân,1.375,5.29
Flo (F),mg,Nam,51+,Tăng cân,1.55,5.97
Flo (F),mg,Nam,51+,Tăng cân,1.725,6.64
Flo (F),mg,Nam,51+,Tăng cân,1.9,7.32
Flo (F),mg,Nữ,19–30,Giảm cân,1.2,3.78
Flo (F),mg,Nữ,19–30,Giảm cân,1.375,4.33
Flo (F),mg,Nữ,19–30,Giảm cân,1.55,4.88
Flo (F),mg,Nữ,19–30,Giảm cân,1.725,5.43
Flo (F),mg,Nữ,19–30,Giảm cân,1.9,5.98
Flo (F),mg,Nữ,19–30,Giữ cân,1.2,4.2
Flo (F),mg,Nữ,19–30,Giữ cân,1.375,4.81
Flo (F),mg,Nữ,19–30,Giữ cân,1.55,5.42
Flo (F),mg,Nữ,19–30,Giữ cân,1.725,6.04
Flo (F),mg,Nữ,19–30,Giữ cân,1.9,6.65
Flo (F),mg,Nữ,19–30,Tăng cân,1.2,4.62
Flo (F),mg,Nữ,19–30,Tăng cân,1.375,5.29
Flo (F),mg,Nữ,19–30,Tăng cân,1.55,5.97
Flo (F),mg,Nữ,19–30,Tăng cân,1.725,6.64
Flo (F),mg,Nữ,19–30,Tăng cân,1.9,7.32
Flo (F),mg,Nữ,31–50,Giảm cân,1.2,3.78
Flo (F),mg,Nữ,31–50,Giảm cân,1.375,4.33
Flo (F),mg,Nữ,31–50,Giảm cân,1.55,4.88
Flo (F),mg,Nữ,31–50,Giảm cân,1.725,5.43
Flo (F),mg,Nữ,31–50,Giảm cân,1.9,5.98
Flo (F),mg,Nữ,31–50,Giữ cân,1.2,4.2
Flo (F),mg,Nữ,31–50,Giữ cân,1.375,4.81
Flo (F),mg,Nữ,31–50,Giữ cân,1.55,5.42
Flo (F),mg,Nữ,31–50,Giữ cân,1.725,6.04
Flo (F),mg,Nữ,31–50,Giữ cân,1.9,6.65
Flo (F),mg,Nữ,31–50,Tăng cân,1.2,4.62
Flo (F),mg,Nữ,31–50,Tăng cân,1.375,5.29
Flo (F),mg,Nữ,31–50,Tăng cân,1.55,5.97
Flo (F),mg,Nữ,31–50,Tăng cân,1.725,6.64
Flo (F),mg,Nữ,31–50,Tăng cân,1.9,7.32
Flo (F),mg,Nữ,51+,Giảm cân,1.2,3.78
Flo (F),mg,Nữ,51+,Giảm cân,1.375,4.33
Flo (F),mg,Nữ,51+,Giảm cân,1.55,4.88
Flo (F),mg,Nữ,51+,Giảm cân,1.725,5.43
Flo (F),mg,Nữ,51+,Giảm cân,1.9,5.98
Flo (F),mg,Nữ,51+,Giữ cân,1.2,4.2
Flo (F),mg,Nữ,51+,Giữ cân,1.375,4.81
Flo (F),mg,Nữ,51+,Giữ cân,1.55,5.42
Flo (F),mg,Nữ,51+,Giữ cân,1.725,6.04
Flo (F),mg,Nữ,51+,Giữ cân,1.9,6.65
Flo (F),mg,Nữ,51+,Tăng cân,1.2,4.62
Flo (F),mg,Nữ,51+,Tăng cân,1.375,5.29
Flo (F),mg,Nữ,51+,Tăng cân,1.55,5.97
Flo (F),mg,Nữ,51+,Tăng cân,1.725,6.64
Flo (F),mg,Nữ,51+,Tăng cân,1.9,7.32
Histidine,mg,Nam,19–30,Giảm cân,1.2,1080.0
Histidine,mg,Nam,19–30,Giảm cân,1.375,1237.5
Histidine,mg,Nam,19–30,Giảm cân,1.55,1395.0
Histidine,mg,Nam,19–30,Giảm cân,1.725,1552.5
Histidine,mg,Nam,19–30,Giảm cân,1.9,1710.0
Histidine,mg,Nam,19–30,Giữ cân,1.2,1200.0
